race,gender,date,zip,income,type,term,interest,principal,approved,adj_bls_2,id
White,Female,2017-05-01,60615.0,16688.0,Home,300,2.4344535297278216,97044,False,0.91,45
Black,Female,2017-11-01,60615.0,56584.0,Home,180,3.4485028321312097,400865,False,1.16,46
Hispanic/Latino,Male,2013-05-01,60623.0,2215.0,Home,360,2.962975275771619,17911,False,0.11,47
Other,Male,2013-03-01,60626.0,10401.0,Personal,24,8.62276342572644,13066,True,0.14,48
Black,Female,2015-03-01,60637.0,55635.0,Personal,12,13.146387886093692,55518,True,0.11,49
White,Female,2013-09-01,60614.0,56698.678468899525,Home,300,5.347309920300647,461652,True,0.08,50
Hispanic/Latino,Male,2016-02-01,60623.0,16466.0,Personal,24,14.13514814171914,70,False,0.38,51
White,Male,2018-03-01,60625.0,56256.0,Auto,84,6.155728472251118,463,False,1.51,52
Other,Female,2017-11-01,60614.0,93705.0,Home,300,1.6730970269411436,583592,True,1.16,53
Black,Male,2017-07-01,60615.0,7003.0,Personal,24,4.472113549289452,11589,False,1.15,54
White,Male,2014-11-01,60611.0,40035.0,Home,360,3.609747908405157,205765,True,0.09,55
Other,Female,2018-09-01,60614.0,56698.678468899525,Auto,60,7.08773817353962,37559,True,1.95,56
Asian,Non-Binary,2018-08-01,60626.0,90654.0,Auto,72,7.273849381791936,37333,True,1.91,57
Other,Female,2018-04-01,60614.0,56698.678468899525,Auto,84,8.909337538959893,12935,True,1.69,58
White,Male,2012-03-01,60614.0,163865.0,Home,240,0.9151181505195192,1155242,True,0.13,59
Hispanic/Latino,Female,2012-09-01,60623.0,684.0,Home,300,3.925235006368143,5021,False,0.14,60
White,Female,2015-10-01,60614.0,56698.678468899525,Home,300,1.0561524883511355,642432,True,0.12,61
Black,Female,2013-09-01,60637.0,22201.0,Home,360,4.416694309892128,168789,False,0.08,62
Black,Female,2015-05-01,60623.0,11592.0,Auto,72,6.479752663910842,6106,False,0.12,63
White,Male,2015-07-01,60611.0,56698.678468899525,Home,300,6.081549109226301,1464506,True,0.13,64
White,Female,2014-04-01,60615.0,5143.0,Home,360,4.57621979617241,33797,False,0.09,65
White,Male,2018-06-01,60614.0,5233.0,Personal,12,16.32297711387515,7312,False,1.82,66
Black,Male,2015-06-01,60623.0,31571.0,Personal,12,19.940069671939995,38152,True,0.13,67
Black,Male,2016-02-01,60615.0,17098.0,Auto,72,4.458911165670483,2846,False,0.38,68
Black,Male,2014-06-01,60611.0,165786.0,Home,300,2.811817639520418,935690,True,0.1,69
Hispanic/Latino,Male,2015-12-01,60625.0,10370.0,Auto,60,5.507306804577365,16903,True,0.24,70
Black,Male,2015-12-01,60637.0,10374.0,Personal,18,18.94917163812759,13228,True,0.24,71
Other,,2015-03-01,60614.0,56698.678468899525,Auto,60,5.242775904492994,26312,True,0.11,72
Black,Male,2016-02-01,60625.0,56698.678468899525,Auto,84,4.750239866712744,16212,True,0.38,73
Black,Female,2015-02-01,60623.0,16861.0,Personal,12,8.721391974490313,6412,False,0.11,74
White,Male,2015-06-01,60614.0,30987.0,Home,240,0.1338750484920178,227214,False,0.13,75
Other,Female,2017-01-01,60625.0,56698.678468899525,Home,240,1.985946914307985,447525,True,0.65,76
White,,2016-03-01,60625.0,88085.0,Home,180,1.0184396471443038,525604,False,0.36,77
Black,Male,2012-07-01,60637.0,78902.0,Home,360,2.88843975934722,471564,False,0.16,78
Black,Male,2013-02-01,60637.0,3190.0,Personal,48,4.808874133839424,5909,False,0.15,79
White,Female,2016-01-01,60626.0,15063.0,Personal,48,11.153332566455898,9228,False,0.34,80
Hispanic/Latino,Female,2015-01-01,60625.0,1252.0,Personal,48,13.231811131478882,1528,False,0.11,81
White,Male,2015-07-01,60614.0,81039.0,Home,360,4.627052418331366,527583,True,0.13,82
Black,Male,2016-04-01,60637.0,44096.0,Auto,84,6.796455633417315,39259,False,0.37,83
Black,Female,2014-02-01,60637.0,4926.0,Personal,18,7.888143579009304,4386,False,0.07,84
Black,Male,2013-11-01,60623.0,30370.0,Home,180,0.7763224896331739,239440,False,0.08,85
Hispanic/Latino,Male,2013-12-01,60623.0,24815.0,Home,240,6.93695833651654,177566,False,0.09,86
White,Female,2013-08-01,60614.0,56698.678468899525,Home,240,3.630723823976527,1197244,False,0.08,87
Black,Male,2018-04-01,60615.0,3335.0,Auto,84,6.216821578542067,16612,False,1.69,88
Hispanic/Latino,Female,2018-02-01,60622.153968253966,92431.0,Auto,72,6.173936575789149,3128,False,1.42,89
White,Female,2017-07-01,60625.0,56698.678468899525,Personal,60,11.020044025932917,47887,True,1.15,90
White,Female,2012-07-01,60637.0,33633.0,Auto,72,5.543890896266762,20382,False,0.16,91
Hispanic/Latino,Male,2013-10-01,60625.0,49802.0,Auto,72,6.78231202367367,2197,False,0.09,92
Hispanic/Latino,Male,2015-12-01,60626.0,24011.0,Auto,84,2.9752990329149736,23189,False,0.24,93
White,Male,2016-10-01,60626.0,37772.0,Personal,24,11.712273863298224,4448,False,0.4,94
White,Male,2013-04-01,60611.0,13050.0,Auto,84,3.342058749419181,12471,True,0.15,95
White,Male,2018-08-01,60626.0,33625.0,Auto,72,5.31888598126265,32225,False,1.91,96
Black,Male,2016-01-01,60623.0,19043.0,Personal,48,10.068147791985336,18667,True,0.34,97
Other,Female,2018-10-01,60611.0,378.0,Personal,24,5.331545379490189,278,False,2.19,98
Black,Female,2017-11-01,60637.0,73030.0,Home,300,4.548088681822641,516070,False,1.16,99
Other,Female,2017-09-01,60614.0,56698.678468899525,Auto,72,7.089119171828548,15632,True,1.15,100
Other,Female,2012-12-01,60614.0,12748.0,Home,240,6.058825109613824,90124,False,0.16,101
Black,Female,2017-06-01,60623.0,56698.678468899525,Personal,24,12.699308053466249,80185,True,1.04,102
Asian,Male,2014-06-01,60626.0,67713.0,Auto,72,5.108702792604313,83587,False,0.1,103
White,Male,2018-09-01,60626.0,73971.0,Home,360,5.132788137145071,591989,True,1.95,104
White,Male,2018-07-01,60625.0,23390.0,Auto,72,7.349043192530241,9649,True,1.91,105
White,Male,2017-03-01,60614.0,252299.0,Auto,60,4.828340951939055,135727,True,0.79,106
Black,Male,2018-02-01,60626.0,35407.0,Auto,84,9.35650149900258,33736,False,1.42,107
Other,Female,2013-04-01,60614.0,10256.0,Auto,84,5.090304051729069,9865,True,0.15,108
White,Female,2015-09-01,60626.0,29460.0,Auto,84,4.668101626104946,17879,False,0.14,109
Hispanic/Latino,Female,2016-03-01,60623.0,29883.0,Auto,72,6.435442296253005,39967,False,0.36,110
White,Female,2011-01-01,60623.0,18662.0,Home,360,3.285690211711364,91576,False,0.17,111
White,Female,2015-08-01,60614.0,114300.0,Auto,84,5.39747095568253,7037,True,0.14,112
White,Female,2013-12-01,60611.0,56698.678468899525,Home,180,2.6275090717013825,1160284,True,0.09,113
Hispanic/Latino,Male,2017-10-01,60615.0,51871.0,Auto,84,6.701773657520533,6633,False,1.15,114
Asian,Male,2016-11-01,60611.0,94424.0,Home,180,2.9589088652119684,612169,False,0.41,115
White,Female,2018-08-01,60625.0,56698.678468899525,Auto,60,7.262453124914053,27558,True,1.91,116
Black,Female,2015-11-01,60626.0,59699.0,Home,240,3.292629627872171,383162,False,0.12,117
Black,Female,2013-04-01,60623.0,23764.0,Auto,60,3.504080030554459,362,False,0.15,118
White,Male,2015-04-01,60637.0,64870.0,Home,300,1.8234761287466976,405551,False,0.12,119
Black,Female,2012-10-01,60615.0,111935.0,Home,360,3.0278017037309786,794094,False,0.16,120
Hispanic/Latino,Female,2013-12-01,60625.0,46334.0,Auto,84,4.822461823382415,2739,False,0.09,121
Other,Male,2017-01-01,60625.0,38361.0,Auto,72,6.002800760996226,24942,True,0.65,122
Other,Male,2018-11-01,60625.0,46040.0,Personal,48,7.858896168150184,26120,False,2.2,123
Hispanic/Latino,Female,2012-08-01,60623.0,33192.0,Auto,72,5.642035818674023,14175,False,0.13,124
Black,Female,2011-12-01,60615.0,61074.0,Home,360,4.131633500916185,419839,False,0.07,125
,Female,2016-06-01,60615.0,22268.0,Personal,60,4.479656884427649,3474,False,0.38,126
,Male,2018-03-01,60623.0,56937.0,Auto,72,6.999346211445856,62031,False,1.51,127
White,Male,2018-11-01,60614.0,121516.0,Auto,72,8.20334389870679,35295,True,2.2,128
Black,Female,2013-08-01,60625.0,56698.678468899525,Auto,72,5.066033630982655,19792,True,0.08,129
Hispanic/Latino,Male,2016-01-01,60626.0,45301.0,Auto,84,6.139690065842067,3444,False,0.34,130
Hispanic/Latino,Female,2017-09-01,60625.0,4217.0,Personal,12,8.957189743881731,188,False,1.15,131
Other,Male,2011-08-01,60623.0,44318.0,Auto,84,4.237379423229607,55767,False,0.1,132
Black,Female,2018-06-01,60623.0,28301.0,Personal,18,6.665503728056764,16250,False,1.82,133
Hispanic/Latino,Male,2018-02-01,60623.0,55719.0,Auto,60,7.53125938867208,51146,False,1.42,134
Hispanic/Latino,Female,2018-01-01,60623.0,417.0,Home,180,3.9211046938455167,2633,False,1.41,135
White,Female,2012-10-01,60611.0,56698.678468899525,Home,180,5.769793284562377,559003,False,0.16,136
Black,Male,2015-09-01,60637.0,60658.0,Auto,84,5.190243699397352,11524,False,0.14,137
Black,Female,2011-01-01,60626.0,56698.678468899525,Auto,72,5.086412481881408,26791,True,0.17,138
Black,Male,2017-07-01,60625.0,46428.0,Auto,60,4.991415140839095,31391,True,1.15,139
Hispanic/Latino,Female,2017-08-01,60623.0,29151.0,Auto,60,5.958455617143744,3773,False,1.16,140
Black,Male,2015-07-01,60623.0,49420.0,Home,360,1.4969415796302763,371289,False,0.13,141
Hispanic/Latino,Female,2013-07-01,60623.0,489.0,Personal,60,9.19078614136907,547,False,0.09,142
White,Female,2012-02-01,60625.0,56698.678468899525,Personal,12,12.73779637888422,58885,True,0.1,143
White,Female,2018-02-01,60614.0,87306.0,Home,180,5.03718282762012,696621,False,1.42,144
Black,Female,2012-10-01,60615.0,3221.0,Personal,18,8.87818053673455,2400,False,0.16,145
White,Female,2014-05-01,60614.0,201462.0,Home,180,2.221323610921258,1384734,False,0.09,146
White,Male,2016-10-01,60614.0,19081.0,Auto,84,7.261472468849708,17710,True,0.4,147
Other,Male,2013-02-01,60626.0,111511.0,Home,360,4.139661184478393,787515,True,0.15,148
White,Female,2014-09-01,60614.0,106003.0,Personal,12,4.762501582889828,89404,True,0.09,149
Black,Male,2017-06-01,60637.0,56698.678468899525,Personal,12,15.611138235468438,25542,True,1.04,150
Black,Female,2011-04-01,60623.0,14858.0,Home,240,4.062088194385498,100784,False,0.1,151
Black,Female,2017-02-01,60615.0,61533.0,Home,360,4.141323107501178,392921,False,0.66,152
Other,Female,2014-05-01,60623.0,43757.0,Personal,60,0.3746477429266656,33314,False,0.09,153
Black,Male,2016-12-01,60626.0,16779.0,Personal,24,13.35113096941994,33075,True,0.54,154
White,Male,2013-06-01,60623.0,5261.0,Auto,84,6.890202974665256,17760,False,0.09,155
Other,Male,2012-03-01,60611.0,60888.0,Home,360,3.3434843619393178,404715,True,0.13,156
Hispanic/Latino,Female,2014-01-01,60625.0,56698.678468899525,Auto,72,5.1053356893806265,113524,True,0.07,157
White,Male,2013-01-01,60614.0,60876.0,Home,360,5.115344702009255,523908,True,0.14,158
Black,Male,2016-05-01,60626.0,64425.0,Home,360,2.139506893602213,353691,False,0.37,159
Black,Female,2015-03-01,60623.0,21888.0,Home,180,0.8106743312303052,135499,False,0.11,160
White,Female,2016-07-01,60626.0,28790.0,Personal,12,3.202627575381209,25838,False,0.39,161
Black,Male,2017-08-01,60637.0,92781.0,Home,360,4.191670028242184,653576,True,1.16,162
Other,Female,2017-04-01,60625.0,56698.678468899525,Personal,24,11.982477008390257,10036,True,0.9,163
White,Male,2018-07-01,60611.0,2178.0,Personal,24,13.521310919047131,608,False,1.91,164
Other,Male,2016-10-01,60625.0,73129.0,Auto,60,4.61876967292269,8183,False,0.4,165
Asian,Female,2018-05-01,60625.0,56698.678468899525,Personal,48,14.78757755887796,45434,True,1.7,166
White,Female,2018-11-01,60614.0,79590.0,Auto,84,6.664948812600691,3064,False,2.2,167
Black,Female,2017-07-01,60615.0,38670.0,Auto,84,6.731871058844336,23274,True,1.15,168
White,Male,2018-07-01,60614.0,226697.0,Home,300,7.119085462442959,1411068,True,1.91,169
Black,Male,2018-04-01,60614.0,102207.0,Auto,60,8.903069879222095,8548,True,1.69,170
Other,Male,2011-04-01,60625.0,56698.678468899525,Home,240,5.803381779156455,618721,True,0.1,171
Black,Male,2012-05-01,60623.0,53324.0,Personal,12,10.907594061852349,61942,True,0.16,172
White,Male,2018-11-01,60626.0,116408.0,Home,240,2.550246303014277,982479,False,2.2,173
Black,Female,2016-05-01,60623.0,31582.0,Personal,18,7.792758262532632,53705,True,0.37,174
Hispanic/Latino,Male,2012-07-01,60623.0,41400.0,Personal,48,8.54987785290842,28715,False,0.16,175
Hispanic/Latino,Female,2011-05-01,60623.0,64772.0,Home,360,4.178701484495239,496733,False,0.09,176
,Female,2017-08-01,60623.0,38326.0,Auto,84,4.683181148038179,34594,False,1.16,177
Other,Female,2011-11-01,60625.0,56698.678468899525,Auto,84,4.77651387281189,7579,True,0.08,178
White,Female,2011-02-01,60614.0,120489.0,Home,300,2.86016578466136,961097,True,0.16,179
White,Male,2016-10-01,60614.0,78006.0,Personal,24,9.015877210360522,78253,True,0.4,180
Black,Male,2015-02-01,60637.0,56168.0,Personal,12,10.459579715256798,101996,True,0.11,181
Black,Female,2015-01-01,60637.0,68864.0,Home,180,5.225434520526755,417409,False,0.11,182
Black,Female,2018-11-01,60623.0,9806.0,Personal,18,15.072070777891067,4638,False,2.2,183
Black,Male,2013-05-01,60626.0,40847.0,Personal,48,16.42105427502688,23367,False,0.11,184
Black,Female,2018-04-01,60637.0,44572.0,Home,360,2.132131535289333,280962,False,1.69,185
Hispanic/Latino,Male,2016-11-01,60625.0,136178.0,Home,360,5.684246642404064,737912,True,0.41,186
Hispanic/Latino,Male,2016-12-01,60623.0,18615.0,Personal,60,4.728108183953386,24834,True,0.54,188
Black,,2013-09-01,60637.0,56698.678468899525,Personal,18,11.659704053093272,12592,True,0.08,189
,Female,2017-12-01,60637.0,65161.0,Home,300,1.7804207466159656,603251,False,1.3,190
Black,Male,2011-08-01,60623.0,70647.0,Home,180,2.3916231146578157,388218,False,0.1,191
White,Female,2015-09-01,60626.0,32274.0,Auto,84,3.6602911193289103,9012,False,0.14,192
White,Female,2012-07-01,60614.0,71401.0,Home,360,3.644015607801677,458391,True,0.16,193
White,Male,2012-10-01,60626.0,56698.678468899525,Home,360,1.056098580155021,384676,False,0.16,194
Black,Male,2017-05-01,60623.0,50585.0,Home,180,5.812491447726558,365465,False,0.91,195
Hispanic/Latino,Female,2018-01-01,60623.0,33455.0,Auto,72,4.621743460227317,18488,False,1.41,196
Asian,Female,2018-09-01,60626.0,103161.0,Auto,72,8.587779834868952,38307,True,1.95,197
White,Female,2018-07-01,60611.0,56698.678468899525,Auto,72,5.954181711917964,34182,True,1.91,198
Black,Female,2017-01-01,60626.0,56698.678468899525,Home,300,5.608111171661209,661592,True,0.65,199
Other,Male,2014-10-01,60637.0,14530.0,Auto,72,4.118177898238443,18306,False,0.09,200
White,Male,2015-12-01,60626.0,17266.0,Personal,24,18.96896017870233,18495,True,0.24,201
Asian,Female,2013-12-01,60611.0,56698.678468899525,Home,300,2.8940681749930985,742965,True,0.09,202
Hispanic/Latino,Female,2016-10-01,60625.0,56698.678468899525,Personal,12,9.105985178251908,12920,False,0.4,203
Other,Female,2016-04-01,60614.0,56698.678468899525,Auto,60,4.361114155510145,23801,True,0.37,204
Black,Male,2016-01-01,60614.0,39062.0,Personal,18,4.110263836983718,35527,True,0.34,205
,Male,2017-02-01,60626.0,37873.0,Auto,84,5.1373263792102,14187,False,0.66,206
Other,Male,2018-10-01,60615.0,21359.0,Personal,60,11.128961443363346,18549,False,2.19,207
White,Male,2017-05-01,60626.0,31145.0,Auto,72,6.683240754412461,11189,False,0.91,208
Black,Male,2018-03-01,60615.0,92639.0,Auto,72,6.164999041519913,66278,False,1.51,209
White,Female,2013-05-01,60625.0,41649.0,Home,300,4.966590449668918,301326,True,0.11,210
Other,Female,2017-09-01,60615.0,56698.678468899525,Personal,48,6.568773515274065,64844,True,1.15,211
Black,Female,2012-09-01,60626.0,56698.678468899525,Auto,72,5.517934074585217,11947,False,0.14,212
White,Male,2011-06-01,60615.0,17689.0,Personal,48,8.833990238232131,25101,True,0.09,213
White,Female,2013-05-01,60614.0,56698.678468899525,Auto,72,4.609653435241519,9186,True,0.11,214
Hispanic/Latino,Male,2011-08-01,60623.0,64825.0,Home,360,0.6571251908967176,453983,False,0.1,215
White,Female,2017-08-01,60615.0,74815.0,Home,180,5.655156254749088,541557,False,1.16,216
White,Female,2011-04-01,60622.153968253966,51395.0,Auto,72,4.302152439861686,4784,False,0.1,217
Hispanic/Latino,Female,2014-10-01,60623.0,42109.0,Home,360,3.6021574628259323,258230,False,0.09,218
Asian,Male,2017-02-01,60625.0,96941.0,Home,240,6.228346651466189,525049,True,0.66,221
Black,Male,2015-06-01,60623.0,19986.0,Personal,60,9.29852078652176,28665,True,0.13,222
Black,Female,2011-08-01,60623.0,12891.0,Personal,12,11.395459119548986,11218,False,0.1,223
Black,Male,2016-05-01,60614.0,120522.0,Home,300,2.8024956924356537,808995,True,0.37,224
Hispanic/Latino,Female,2017-10-01,60625.0,54318.0,Personal,48,11.864130319578509,63706,True,1.15,225
Other,Male,2018-05-01,60615.0,22339.0,Auto,72,8.676876948305535,27340,False,1.7,226
Black,Female,2013-08-01,60623.0,22606.0,Auto,72,3.463766661512574,4035,False,0.08,227
Other,Male,2011-07-01,60625.0,75901.0,Home,360,3.4515836646204634,457009,True,0.07,228
White,Male,2013-11-01,60611.0,119745.0,Home,180,3.0597660820702237,877225,False,0.08,229
Asian,Male,2015-06-01,60614.0,117340.0,Home,180,5.980042440847427,871397,False,0.13,230
White,Female,2013-04-01,60625.0,25508.0,Personal,60,10.216710858454434,38042,True,0.15,231
White,Male,2013-05-01,60614.0,14760.0,Auto,72,4.582478598071473,17533,True,0.11,232
Other,Male,2015-03-01,60615.0,62218.0,Auto,84,6.675557670822441,45757,False,0.11,233
White,Female,2013-02-01,60625.0,56698.678468899525,Personal,18,12.693841697400694,85365,True,0.15,234
Black,Female,2011-05-01,60623.0,41508.0,Home,360,4.1168748042381775,260165,False,0.09,235
Hispanic/Latino,Female,2018-09-01,60615.0,104647.0,Home,180,5.192702803011938,657650,False,1.95,236
Other,Female,2014-11-01,60611.0,2961.0,Auto,72,5.28239753449058,13475,False,0.09,237
Black,Male,2013-03-01,60623.0,43946.0,Home,300,3.2229974938211803,326501,False,0.14,238
Black,Male,2015-03-01,60637.0,1678.0,Personal,48,14.752628713029004,1326,False,0.11,239
Hispanic/Latino,Male,2018-03-01,60623.0,16382.0,Personal,60,3.317826637379442,7664,False,1.51,240
White,Male,2013-10-01,60611.0,56698.678468899525,Auto,72,4.495673463400959,8979,True,0.09,241
Black,Female,2017-10-01,60637.0,91592.0,Auto,72,6.211529648969002,64039,False,1.15,242
Asian,Male,2011-05-01,60625.0,68656.0,Home,180,4.355300825418091,497529,False,0.09,243
White,Male,2017-02-01,60625.0,123293.0,Home,360,1.2954424144088783,956542,True,0.66,244
Hispanic/Latino,Female,2012-06-01,60623.0,38535.0,Personal,60,10.027279344452484,46827,True,0.16,245
Hispanic/Latino,Male,2016-10-01,60623.0,28947.0,Auto,72,5.976216733988267,34847,False,0.4,246
White,Male,2016-09-01,60611.0,188269.0,Personal,18,17.098115156645214,28959,False,0.4,247
Asian,Female,2015-12-01,60626.0,9019.0,Personal,48,3.0939730137416923,9331,False,0.24,248
White,Male,2014-11-01,60625.0,165045.0,Home,240,2.4239598674538496,1249681,True,0.09,249
Asian,Male,2014-07-01,60637.0,43486.0,Auto,72,4.511677829014999,37568,False,0.09,250
Black,Female,2016-09-01,60637.0,47493.0,Personal,60,5.055207538264957,21979,False,0.4,251
White,Female,2018-10-01,60623.0,49716.0,Home,300,2.308713913218796,251999,False,2.19,252
Hispanic/Latino,Male,2015-05-01,60626.0,48705.0,Home,180,5.4636305354872325,360591,False,0.12,253
Black,Male,2017-11-01,60614.0,34852.0,Personal,18,7.087639648721291,24240,True,1.16,257
Black,Female,2015-12-01,60637.0,56698.678468899525,Personal,24,7.312804859810674,20167,True,0.24,258
Black,Male,2016-01-01,60626.0,36754.0,Auto,72,6.718469711262676,1842,False,0.34,259
Hispanic/Latino,Male,2017-09-01,60625.0,36720.0,Personal,60,21.225009411097552,33854,True,1.15,260
Other,Female,2016-11-01,60625.0,85286.0,Auto,72,5.695515604574302,787,False,0.41,261
White,Female,2014-06-01,60625.0,2271.0,Auto,84,5.954572760479273,13637,False,0.1,262
Hispanic/Latino,Male,2017-06-01,60623.0,42563.0,Personal,24,1.9672139495890864,36956,False,1.04,263
White,Male,2014-07-01,60625.0,39912.0,Personal,12,5.363448316015888,34005,False,0.09,264
Hispanic/Latino,Male,2013-10-01,60623.0,17588.0,Personal,12,20.71875377306449,9369,False,0.09,265
Black,Female,2018-01-01,60637.0,41907.0,Personal,18,4.235830700946699,43108,True,1.41,266
Black,Female,2017-02-01,60637.0,56698.678468899525,Personal,48,16.939771329845264,46379,True,0.66,267
Black,Female,2017-01-01,60615.0,19133.0,Auto,60,7.157459906963504,10395,False,0.65,268
Hispanic/Latino,Male,2014-12-01,60625.0,18974.0,Auto,60,3.0504647712621717,30065,True,0.12,269
Black,,2012-08-01,60625.0,14199.0,Personal,48,8.784562990027906,14844,True,0.13,270
Black,,2012-08-01,60625.0,14199.0,,48,8.784562990027906,14844,True,0.13,271
White,Male,2017-10-01,60625.0,55812.0,Auto,84,5.963828613528031,7296,True,1.15,275
White,Female,2016-11-01,60611.0,171430.0,Auto,72,6.567750394250443,56805,True,0.41,276
Other,Male,2012-06-01,60637.0,56698.678468899525,Auto,60,3.7117251582597017,17227,False,0.16,277
Black,Male,2017-04-01,60637.0,30808.0,Personal,48,2.171796340307178,6545,False,0.9,278
White,Female,2013-10-01,60614.0,178477.0,Home,300,2.8495973989809844,1092965,True,0.09,279
Other,Male,2018-02-01,60614.0,56698.678468899525,Home,180,3.192502868871749,629111,False,1.42,280
White,Male,2018-01-01,60611.0,115858.0,Home,300,1.7726751542290284,959067,True,1.41,281
Black,Female,2018-05-01,60615.0,4264.0,Auto,84,7.536191119431213,14651,False,1.7,282
Black,Female,2018-10-01,60615.0,42604.0,Auto,72,7.897595819516548,8615,False,2.19,283
White,Male,2018-02-01,60611.0,91864.0,Home,240,7.6506293423365,679807,True,1.42,284
Hispanic/Latino,Female,2014-11-01,60623.0,43604.0,Auto,84,5.070660492194769,3847,False,0.09,285
White,Male,2018-08-01,60622.153968253966,170168.0,Auto,72,6.5146845254766514,38829,True,1.91,286
Black,Male,2015-09-01,60615.0,22703.0,Auto,72,5.531779591726863,17906,False,0.14,287
Asian,Female,2017-04-01,60637.0,19733.0,Auto,84,6.105654844560017,7100,False,0.9,288
White,Male,2015-01-01,60614.0,134938.0,Home,240,2.2114271293112697,920269,True,0.11,289
Hispanic/Latino,Female,2015-07-01,60623.0,56698.678468899525,Home,300,2.593048326465496,306927,False,0.13,290
